simulation,strategy_return,buy_hold_return,sharpe_ratio,max_drawdown,outperformed
144,4.739182907628119,5.790848158206833,1.0217895787933093,-0.5418626019015602,False
145,-0.7994296182882856,-0.6841254108763523,-0.6173472620792625,-0.7986597839961213,False
146,-0.3446625164617406,0.2080920269974016,-0.058190315736328296,-0.5767839516926093,False
147,-0.7003053826019375,-0.7701165901032866,-0.39786416970598093,-0.8455576677815008,True
148,-0.21126542710726848,-0.7584092932242137,0.032706625369038934,-0.5823034815176622,True
149,-0.7180926331604982,-0.7517010115298488,-0.5052132755447696,-0.8852884200735324,True
150,-0.1763891026304898,-0.682147684603283,0.05543973513279525,-0.5586353508920259,True
151,0.2816545217715307,-0.5171969571138516,0.2813058231724301,-0.821774293088162,True
152,1.8237108314005535,-0.6807960311280123,0.6671127229513284,-0.45490619745743444,True
153,0.783416152759336,12.343969741813465,0.43847634898323185,-0.4748529058146528,False
154,0.6283628848956537,-0.8142072114033183,0.3956451709565529,-0.5572179916321134,True
155,-0.3875211157135001,-0.02081481511698602,-0.09127534166914122,-0.6965547434996466,False
156,-0.5442633740375509,2.2822566446204915,-0.19910737919624033,-0.688219983101017,False
157,-0.10376132004621008,-0.38733217824668165,0.08202727916099715,-0.5853052346856707,True
158,1.6230222879037992,0.21553383842212925,0.6339934855084297,-0.5182212842356677,True
159,6.1189396359479105,15.020997491261895,1.1190888363260743,-0.31324681651936537,False
160,-0.17039252228018964,1.3297733311681577,0.05717362373832248,-0.5626088996247921,False
161,-0.5129678162557296,-0.7770961713632909,-0.20199906340138324,-0.7636626825533631,True
162,-0.0715751940649142,1.2131603645770137,0.11864979096714963,-0.5663204667063957,False
163,0.23954959708476586,0.36430386743393894,0.2629777373208415,-0.5313111164658084,False
164,-0.6797206070200119,-0.8525849624444061,-0.39410730169946,-0.7603442050669422,True
165,0.9173123618222967,2.806848782415996,0.47502129183588276,-0.48495030383664567,False
166,-0.39441748591918957,3.647634266576868,-0.0790275107678754,-0.6821734971063007,False
167,5.254843014759303,20.327527069002606,1.0776546462660472,-0.3445674401196555,False
168,0.8053669247836306,3.865148350006569,0.4468929366445005,-0.4321000041490146,False
169,0.6918040907828529,7.20952017242387,0.4148193337483436,-0.6489341743616498,False
170,0.9646260986275221,0.5151591832418363,0.48749168488869743,-0.6298370796982323,True
171,-0.47546388756413194,0.2871373099361758,-0.16080953851576804,-0.6710193545986276,False
172,4.79981715485575,5.16208109727098,1.0179233097754035,-0.4415955111323905,False
173,-0.14538433561835395,0.33360588499788535,0.05840317505339516,-0.4895795868678359,False
174,0.38358651786185183,-0.05113105900132364,0.309821811604914,-0.7698293495035358,True
175,1.2137158536433152,0.09245423874086378,0.5464881121371717,-0.6924244971946673,True
176,3.488038346155017,2.4471686666636945,0.9181606023463603,-0.49978501572823886,True
177,0.44735503958158973,1.2504936351639055,0.33972648034934266,-0.5880346517328491,False
178,-0.09765066073423223,3.6182062617447075,0.11057073692247776,-0.5056550901144627,False
179,-0.29791337136507157,-0.7351397917870275,-0.015548362271547524,-0.7135966213052415,True
180,-0.34633119996476736,-0.012474636508046033,-0.02293036664216945,-0.732134653383338,False
181,0.31387899496038374,-0.22121448556330492,0.29050671741585504,-0.4578659778841249,True
182,2.149484224468405,8.343145123119458,0.73542538380879,-0.454073805104371,False
183,5.121481449439607,8.675475082594275,1.076482414412645,-0.469971676815244,False
184,-0.07736242205237043,1.6395379153707221,0.12985039273713259,-0.6105360314133602,False
185,0.3506953640170827,-0.25613593069482554,0.30544857716511986,-0.5360737346690013,True
186,-0.4157012271445474,0.7548605043978351,-0.11173692613083577,-0.8550011373282669,False
187,-0.32907695023371986,-0.45598266705199963,-0.04400679763335799,-0.5840621005375785,True
188,-0.31121909914433654,-0.8519571629014107,-0.03909771550829344,-0.6367623523040028,True
189,0.034112885968263784,2.260572502945202,0.17635886595160408,-0.6014193386044676,False
190,8.606212644516848,72.10281228454788,1.2910372171369822,-0.37511367360895304,False
191,1.1958358084413692,1.0645243112482596,0.5462902134065986,-0.4872453889513503,True
192,0.7358639411395951,2.9846581608335603,0.4287322519189743,-0.49584844734656564,False
193,-0.26448405630811433,-0.33864355364035525,0.009859161999895432,-0.649160814204255,True
194,1.2621943515946956,1.6118705452726418,0.5571140754990822,-0.6047020313120615,False
195,-0.5530013912195816,1.2643858555062382,-0.2390415150241653,-0.7138111245955134,False
196,0.03411080724105586,-0.8086285402473347,0.1764267702441657,-0.5141898031738708,True
197,-0.4856974936159316,-0.7552959269469111,-0.19187400814903047,-0.7923256376372054,True
198,5.08856877892011,4.549529699370792,1.0272477212153595,-0.4663163115107845,True
199,-0.21489822980219186,0.06742796003922313,0.04623616149366711,-0.8409864808214594,False
200,0.3247563021241491,4.173663600263977,0.29164968550989123,-0.5403092617577786,False
201,0.36285321720519126,0.23506349737579346,0.30715681990544647,-0.5676320316886687,True
202,0.9805432996128525,3.683226106497317,0.500552952032911,-0.5622744873331537,False
203,0.3480587551713461,-0.827618224562646,0.30311409128274946,-0.5506622663425041,True
204,0.5778972368914315,4.702670143874983,0.3796336276499945,-0.5820793610733228,False
205,2.6177437591418733,3.40240466086264,0.7924113638588633,-0.49120446623546343,False
206,-0.2953860219972051,1.303319774499795,-0.001673512366729887,-0.5608463581508458,False
207,-0.39857660046228194,-0.2918705147509437,-0.11732759405836712,-0.7237210095082733,False
208,-0.09518287401406866,-0.20715802184565324,0.0968954460434706,-0.7126141512982204,True
209,1.0602022221581495,-0.08774281513299242,0.5174936372385095,-0.4733007176388864,True
210,0.5930643212942119,-0.6041188624440575,0.38397902934144634,-0.5936869468803786,True
211,1.5353947837815864,3.513776919343811,0.6171213246754594,-0.4892230260482592,False
212,-0.6243953501980788,-0.027757633374212998,-0.3335823452679392,-0.7003006393213416,False
213,1.194345690510159,3.228603466629238,0.5487763128758503,-0.6215920544107258,False
214,-0.7973416631653734,-0.6977657671543429,-0.6608207281734677,-0.8894236782166165,False
215,1.3649696531648088,-0.38127881158150645,0.5816324815082335,-0.4736706746228579,True
216,0.34817643842432977,1.9628836338913027,0.3036510089694769,-0.5766046271538293,False
217,0.10801052670011435,2.8906240896049216,0.20312699883727825,-0.654622756578328,False
218,-0.26970953123808683,-0.7434926170407499,-0.008687614828807137,-0.7661605216430896,True
219,-0.18741062594955482,-0.0993853125650781,0.03932610635965495,-0.6680331840100808,False
220,-0.7210594566494939,0.5760910716041749,-0.48299062010312993,-0.7719806728423523,False
221,3.760232188633319,2.7436666370661555,0.9350120309352602,-0.41860873299219586,True
222,-0.28848659852098624,-0.08198506952862117,-0.00038221988001192216,-0.7708125227786206,False
223,6.750908493060646,2.979595584646956,1.1540373792677456,-0.43130798392435327,True
224,0.6489628818219966,1.9226433908425196,0.4017452644293178,-0.7441765426273288,False
225,0.4993724373849817,-0.007595735939332826,0.3551309004599484,-0.6996296074983318,True
226,-0.02995504407786187,-0.1252211279846568,0.14205299607854296,-0.6318724257040872,True
227,0.7195552714316569,4.032843804422695,0.42232877665711127,-0.6037731860826533,False
228,1.7303154658093116,0.9382035406911724,0.6431962618098536,-0.4125806919260865,True
229,-0.5505612648499288,-0.03334626914216743,-0.2512366559803934,-0.6733929252367828,False
230,-0.8144456348642971,-0.8883483884820887,-0.6833551839745711,-0.8788758812776855,True
231,-0.5404352499259419,-0.39549565562216804,-0.21518953980040023,-0.5960487755583226,False
232,-0.7901243663402506,-0.23987411218548393,-0.714036453064926,-0.8446067766843687,False
233,0.22514834780363846,-0.8504505963921317,0.2456709549361215,-0.712453954937111,True
234,-0.40892996706234697,-0.36239081524272154,-0.09520124300384306,-0.696326329654806,False
235,5.0454429994486185,2.2872512088412447,1.0424581023111223,-0.3752760789247085,True
236,1.8194025471807116,4.092470168292883,0.6636792299557295,-0.41319249315454687,False
237,-0.605465601789096,0.5582143432858693,-0.3006829084922245,-0.7426080715330082,False
238,-0.34429359741270005,-0.39235022271890363,-0.04774211171930521,-0.7414958370725003,True
239,0.422425384569765,2.4936503862728143,0.3271422867107203,-0.5423055124922922,False
240,-0.23470436976963438,3.109991983100964,0.020969491835076605,-0.7127833279334296,False
241,1.452467849332907,0.8737087471615015,0.5866092981885463,-0.6882825737522769,True
242,-0.45567364902576235,-0.8016189502644059,-0.11949772016930008,-0.731727231004879,True
243,0.8232452473469938,0.8022532435162124,0.4516771247169873,-0.6780090224087003,True
244,-0.27993830783033036,-0.43424027824173583,0.007525633534438391,-0.7420444523699677,True
245,0.8196442432356801,0.8281291556376036,0.45063440528754634,-0.4608836100820487,False
246,1.2906776239123467,37.062580222829176,0.5703759089155209,-0.441933843800125,False
247,0.742204459238482,1.6936143195975615,0.4281960714053554,-0.5297537571095899,False
248,-0.7428114913831492,-0.31503905724025605,-0.5219877196522025,-0.8447895712502314,False
249,0.26656054071251556,0.7407481967097376,0.274104796183913,-0.5534779195595232,False
250,-0.16840195015738657,-0.31718541324525173,0.07110072508962934,-0.8664213365123136,True
251,-0.46800657585012173,0.01774708528953961,-0.1487365076386406,-0.6880360078894694,False
252,-0.48522964461071705,-0.8902548228326065,-0.21633722476194522,-0.7152178325209461,True
253,1.5547441063502725,11.273148506439817,0.6201334612705934,-0.5000967624137943,False
254,6.187043782815101,11.602688623209007,1.1365155394081152,-0.333073527912023,False
255,0.3266398966923991,0.016745383929509527,0.291968276928758,-0.593931835295173,True
256,-0.7466578669327577,-0.6984713815344011,-0.5017384708798549,-0.8679873031910794,False
257,-0.27616865691523296,0.7508013990991833,0.001407710472558478,-0.7573752918002007,False
258,0.35600057303920263,1.4421310512083707,0.30428088152373595,-0.5943033361297696,False
259,-0.0922838425547663,1.881092472563823,0.11357535238584884,-0.7626123857226109,False
260,-0.532526867211976,-0.17342891190331766,-0.23324002760441143,-0.616150233318974,False
261,1.2687660523155624,-0.24482414017064247,0.5512695611537338,-0.481581289536059,True
262,0.7852648629795798,8.930396292206627,0.4398498999920647,-0.6167780402272249,False
263,1.865673856835687,8.187465278459173,0.6696661505606686,-0.5665472706717971,False
264,0.55683167034832,3.2926648871108535,0.3735184962729987,-0.6082231167703313,False
265,-0.5984322080653969,0.6420789274789522,-0.2976662877944941,-0.7692804134084533,False
266,-0.5535502702958266,-0.6185966276209364,-0.21578334696311738,-0.9141405005419336,True
267,1.9669957576258725,2.853238665966063,0.69219488055768,-0.565431110642937,False
268,1.3067683817725002,1.5094893463417804,0.5702918884630864,-0.31816940206392424,False
269,-0.1735810310379371,-0.8035219757143519,0.047511215853636796,-0.6712340176937521,True
270,0.0638925052877295,1.0049786588604235,0.19308837813701415,-0.5579066582993819,False
271,-0.5042327772711008,-0.30799143481828006,-0.1853579558184592,-0.6984984446258846,False
272,0.37900224629895973,3.3442629940624444,0.3137271885600059,-0.5241945861436393,False
273,-0.24177581183114338,-0.009969368714591975,0.006453339273256852,-0.6109468664544241,False
274,0.7696827618666029,0.3868857189209878,0.43860989731384953,-0.5696541611467004,True
275,-0.23630509376355646,0.49447731996124134,0.025165542502964586,-0.5762111196920674,False
276,-0.4761724680018775,1.4514207607520895,-0.1578294291781745,-0.7911059919963002,False
277,1.9601547497667502,2.2869984880710614,0.7023381305417907,-0.46925869723775776,False
278,0.4136522170850745,0.5026245466498747,0.32419067208069846,-0.4800204067823826,False
279,1.9184859743414484,-0.07282667507115304,0.679837393238251,-0.43133748772176383,True
280,0.7158029559941297,2.3720330343038047,0.42213992613902035,-0.4738981410318445,False
281,2.9370251939423104,-0.3231015319718915,0.8289629772191242,-0.4603780096746541,True
282,3.384170714423388,8.164641814046542,0.8988459745427696,-0.41992831277482345,False
283,-0.7424739576762487,1.1199589237054388,-0.4777216064005428,-0.8930928219499069,False
284,-0.655374231136563,-0.6630529572057208,-0.3529533232305936,-0.7430548486862087,True
285,-0.1989310569510917,0.6387979513576514,0.043116991865164024,-0.6125279979726324,False
286,0.17525747151605087,-0.1646957711836352,0.2375644223905962,-0.43244367397414446,True
287,-0.14278068886659134,-0.2186974823310439,0.0767321275921167,-0.5687876696565098,True
288,0.40282618872885156,0.20438864453150662,0.3214021736624531,-0.5154557532941916,True
289,0.45566900024531787,-0.954367395039249,0.34191085939079646,-0.4052293791053842,True
290,3.465424862075734,0.6917686372801817,0.9208939521733543,-0.5018704273568005,True
291,-0.3049554427692355,1.0210502202560932,-0.020637921319633476,-0.7179056741431666,False
292,-0.4810102021224413,1.3855038651824532,-0.1869997510526444,-0.585966110754938,False
293,0.7406101815072885,1.778776921269249,0.4287444946591384,-0.5716285369667238,False
294,0.005148209555909444,0.21828288485554537,0.15445989609116123,-0.6336153780055994,False
295,1.0800648317841701,2.291869967327131,0.5219371399451382,-0.4381316547582707,False
296,0.490292797964482,0.2779861227649243,0.351602023910456,-0.5258782687696273,True
297,0.19493760633130797,8.418311510129667,0.24003309284412722,-0.6614137123932072,False
298,-0.39130161589217993,1.8985020729035202,-0.1099465518815584,-0.6276763568071559,False
299,0.020177823346385848,0.9840534082601697,0.15980377648274097,-0.4140495198103912,False
300,1.1933366295877819,-0.292613101319395,0.5404269933115982,-0.6266854852301701,True
301,-0.40885907810886923,0.0011027716242870689,-0.12924949009127748,-0.6037112673196753,False
302,3.2195732208821823,4.568481751812461,0.8556386795877055,-0.37838363954562254,False
303,0.15641599254062633,8.205879249339137,0.22948794456977892,-0.4653820496621004,False
304,8.735769589395352,5.854006400711178,1.2507047532135658,-0.4617239653754627,True
305,0.01038161648499103,-0.7857816755366933,0.1560317599319616,-0.6408588444995762,True
306,2.057376949698832,8.306642741211391,0.6999275067093268,-0.6545713926535233,False
307,-0.5236327221395922,-0.5111202684858561,-0.23830416483477504,-0.7768603895575242,False
308,-0.36150435530914404,3.3278981883876826,-0.083427870772223,-0.788321438867905,False
309,5.9799303241541795,6.994725878661047,1.1140867399741992,-0.267364180206378,False
310,3.122836692299896,14.65964932928228,0.8486736805184473,-0.4201526426487787,False
311,2.0387419953540213,7.295151810934808,0.7142650937404398,-0.4954201803476234,False
312,0.4021709297347895,-0.3716800745606639,0.3194407233024451,-0.7186693258912208,True
313,12.526382235003872,5.483290605578761,1.4686779371026089,-0.5294044141073485,True
314,-0.714402387577331,-0.13370485925687425,-0.44871537853674154,-0.8001911705207986,False
315,0.4610017360708998,2.099419150681431,0.3416571034035662,-0.5709678449555875,False
316,0.12226329938018266,-0.2925658275069223,0.21123333003834574,-0.45786459240378136,True
317,0.052245695116787116,0.9751878325660246,0.1762705049362587,-0.6278827056825304,False
318,1.3529536996665854,6.635188317199295,0.5792960403501031,-0.5475591491357468,False
319,0.6604751277417413,1.6962176159993145,0.40441608707292387,-0.6333250569575649,False
320,0.35914368418781306,-0.11445203257545011,0.3049470496082412,-0.5565768863672288,True
321,0.21253301247539547,6.491915789901714,0.2517595342783849,-0.5359552815055536,False
322,2.1321096042751115,-0.6386520816410473,0.7266409695759629,-0.4389450962734333,True
323,2.711100359662002,1.5334146305297147,0.8142361701585498,-0.354123072854191,True
324,5.353381333185785,8.512156577620866,1.0419787444235433,-0.4389067582039282,False
325,2.474456135962221,5.953833942966543,0.768650125312925,-0.6492513159847392,False
326,1.1716556732928027,0.23072212362816713,0.5365241554074373,-0.5886996271312218,True
327,-0.24544858826177396,-0.5782670359574696,0.02443993648916023,-0.6544297361275995,True
328,0.13214063013993815,3.099864036806146,0.2175546091589539,-0.7105938182691273,False
329,-0.4811573097334161,0.46476830359221766,-0.1569952017597758,-0.9203667117965411,False
330,1.2215960157321577,0.30050225077794357,0.5456573302731316,-0.3653532142809814,True
331,0.1345696191936261,2.1668987036053027,0.21754519926750726,-0.6734426517010115,False
332,0.21419431169309155,0.6598838745037974,0.26078608971662826,-0.7682991137642363,False
333,1.6841345457502013,3.1000699792275297,0.633633938429961,-0.49271512754951485,False
334,1.7994226963685516,2.3953151659541416,0.6693972204992793,-0.6168386885965795,False
